ENTIDAD FEDERATIVA,FACULTAD O ESCUELA DE MEDICINA,SUSTENTANTES,SELECCIONADOS,PROMEDIO GENERAL,AGNO
COLIMA,UNIVERSIDAD AUTONOMA DE COLIMA,178,54,60.531,2012
CIUDAD DE MEXICO,ESCUELA LIBRE DE HOMEOPATIA DE MEXICO,13,0,53.265,2012
CIUDAD DE MEXICO,ESCUELA MEDICO MILITAR SEDENA,3,1,61.851,2012
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL CENTRO INTERDISCIPLINARIO DE CIENCIAS DE LA SALUD,276,38,55.63,2012
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA SUPERIOR DE MEDICINA,710,189,60.081,2012
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,408,58,55.44,2012
CIUDAD DE MEXICO,UNAM FES ZARAGOZA,356,100,59.096,2012
CIUDAD DE MEXICO,UNAM FM CU,1483,582,63.547,2012
CIUDAD DE MEXICO,UNIVERSIDAD AUTONOMA METROPOLITANA  UNIDAD XOCHIMILCO,335,79,58.776,2012
CIUDAD DE MEXICO,UNIVERSIDAD JUSTO SIERRA,210,27,57.299,2012
CIUDAD DE MEXICO,UNIVERSIDAD LA SALLE,256,134,67.564,2012
CIUDAD DE MEXICO,UNIVERSIDAD PANAMERICANA,46,28,69.072,2012
CIUDAD DE MEXICO,UNIVERSIDAD WEST HILL INSTITUTE,147,21,57.485,2012
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD DURANGO,272,58,57.255,2012
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD GOMEZ PALACIO,184,56,59.588,2012
ESTADO DE MEXICO,ESCUELA MEDICINA TOMINAGA NAKAMOTO,150,17,55.238,2012
ESTADO DE MEXICO,UNAM FES IZTACALA,1189,285,58.841,2012
ESTADO DE MEXICO,UNIVERSIDAD ANAHUAC,340,95,62.98,2012
ESTADO DE MEXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,240,65,62.183,2012
GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,177,80,65.481,2012
GUANAJUATO,UNIVERSIDAD QUETZALCOATL,126,25,57.841,2012
GUERRERO,UNIVERSIDAD AUTONOMA DE GUERRERO,510,103,56.028,2012
HIDALGO,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,513,131,59.304,2012
JALISCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA,1145,325,60.555,2012
JALISCO,UNIVERSIDAD DE GUADALAJARA,1534,579,62.377,2012
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD CIUDAD GUZMAN,154,56,61.688,2012
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD LOS ALTOS,71,30,62.069,2012
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD MORELIA,1888,348,56.288,2012
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD ZAMORA,72,24,59.781,2012
MORELOS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,189,56,61.552,2012
MORELOS,UNIVERSIDAD LATINOAMERICANA,105,29,57.361,2012
NAYARIT,INSTITUTO DE ESTUDIOS TECNOLOGICOS Y SUPERIORES DE MATATIPAC,1,0,41.334,2012
NAYARIT,UNIVERSIDAD AUTONOMA DE NAYARIT,342,93,59.122,2012
NUEVO LEON,INSTITUTO TECNOLOGICO Y ESTUDIOS SUPERIORES DE MONTERREY,151,79,68.603,2012
NUEVO LEON,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1096,388,62.655,2012
NUEVO LEON,UNIVERSIDAD DE MONTERREY,160,54,63.425,2012
NUEVO LEON,UNIVERSIDAD MONTEMORELOS,73,14,59.294,2012
OAXACA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,861,171,56.612,2012
OAXACA,UNIVERSIDAD REGIONAL DEL SURESTE,255,41,55.982,2012
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1256,278,57.673,2012
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA UNIDAD TEHUACAN,65,15,57.672,2012
PUEBLA,INSTITUTO DE ESTUDIOS SUPERIORES DE TEPEACA,12,0,51.87,2012
PUEBLA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,604,146,59.37,2012
QUERETARO,UNIVERSIDAD AUTONOMA DE QUERETARO,66,39,69.037,2012
QUERETARO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD QUERETARO,132,39,61.705,2012
SAN LUIS POTOSI,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,127,76,67.489,2012
SINALOA,UNIVERSIDAD AUTONOMA DE SINALOA,903,230,57.439,2012
SONORA,UNIVERSIDAD DE SONORA,127,58,64.665,2012
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,443,69,54.649,2012
TAMAULIPAS,INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS,7,1,56,2012
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD TAMPICO,205,63,58.875,2012
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD MATAMOROS,205,36,55.092,2012
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,270,47,55.926,2012
TAMAULIPAS,UNIVERSIDAD MEXICO AMERICANA DEL NORTE,38,3,52.45,2012
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD CIUDAD VICTORIA,131,19,55.014,2012
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD REYNOSA,42,3,56.609,2012
TLAXCALA,UNIVERSIDAD AUTONOMA DE TLAXCALA,310,52,56.014,2012
VERACRUZ,UNIVERSIDAD AUTONOMA DE VERACRUZ VILLA RICA,164,34,58.384,2012
VERACRUZ,UNIVERSIDAD CRISTOBAL COLON UNIDAD VERACRUZ,37,1,52.997,2012
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD CIUDAD MENDOZA,203,31,55.388,2012
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD MINATITLAN,78,30,61.08,2012
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD JALAPA,237,74,59.616,2012
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD POZA RICA,85,14,56.81,2012
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD VERACRUZ,235,58,58.806,2012
YUCATAN,UNIVERSIDAD AUTONOMA DE YUCATAN,180,78,64.065,2012
YUCATAN,UNIVERSIDAD DEL MAYAB,110,28,60.905,2012
ZACATECAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,377,110,60.345,2012
NONE,ESTUDIOS EN EL EXTRANJERO,52,9,57.825,2012
AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,150,62,63.855,2013
AGUASCALIENTES,UNIVERSIDAD CUAHUTEMOC,7,0,57.746,2013
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD ENSENADA,110,26,60.657,2013
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD TIJUANA,81,13,60.068,2013
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD ENSENADA,18,4,61.062,2013
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD MEXICALI,144,61,65.105,2013
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD TIJUANA,127,50,64.32,2013
CAMPECHE,UNIVERSIDAD AUTONOMA DE CAMPECHE,178,28,58.916,2013
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS,19,3,56.55,2013
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS UNIDAD TAPACHULA,44,7,55.667,2013
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS UNIDAD TUXTLA GUTIERREZ,204,20,54.647,2013
CHIAPAS,UNIVIVERSIDAD AUTONOMA DE CHIAPAS,366,90,60.872,2013
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,266,72,59.4,2013
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,221,110,66.338,2013
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD SALTILLO,72,32,67.5,2013
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD TORREON,147,44,61.761,2013
COLIMA,UNIVERSIDAD AUTONOMA DE COLIMA,186,68,61.563,2013
CIUDAD DE MEXICO,ESCUELA LIBRE DE HOMEOPATIA DE MEXICO,16,1,52.333,2013
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL CENTRO INTERDISCIPLINARIO DE CIENCIAS DE LA SALUD,286,50,57.018,2013
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA SUPERIOR DE MEDICINA,754,201,60.689,2013
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,428,71,56.983,2013
CIUDAD DE MEXICO,UNAM FES ZARAGOZA,346,91,59.85,2013
CIUDAD DE MEXICO,UNAM FM CU,1456,619,64.469,2013
CIUDAD DE MEXICO,UNIVERSIDAD AUTONOMA METROPOLITANA  UNIDAD XOCHIMILCO,304,62,59.531,2013
CIUDAD DE MEXICO,UNIVERSIDAD JUSTO SIERRA,187,31,57.525,2013
CIUDAD DE MEXICO,UNIVERSIDAD LA SALLE,288,134,66.196,2013
CIUDAD DE MEXICO,UNIVERSIDAD PANAMERICANA,39,32,73.527,2013
CIUDAD DE MEXICO,UNIVERSIDAD WEST HILL INSTITUTE,120,22,60.215,2013
DURANGO,UNIVERSIDAD AUTONOMA ESPA GN A DE DURANGO,1,0,58.667,2013
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD DURANGO,268,60,58.609,2013
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD GOMEZ PALACIO,151,54,60.309,2013
ESTADO DE MEXICO,ESCUELA MEDICINA TOMINAGA NAKAMOTO,147,12,55.876,2013
ESTADO DE MEXICO,UNAM FES IZTACALA,1193,272,59.308,2013
ESTADO DE MEXICO,UNIVERSIDAD ANAHUAC,351,130,64.743,2013
ESTADO DE MEXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,234,77,63.74,2013
GUANAJUATO,UNIVERSIDAD DE CELAYA,18,5,61.556,2013
GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,161,71,65.753,2013
GUANAJUATO,UNIVERSIDAD QUETZALCOATL,148,25,57.381,2013
GUERRERO,UNIVERSIDAD AUTONOMA DE GUERRERO,457,79,56.922,2013
HIDALGO,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,516,143,60.541,2013
JALISCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA,1105,332,61.493,2013
JALISCO,UNIVERSIDAD DE GUADALAJARA,1551,568,62.638,2013
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD CIUDAD GUZMAN,159,46,61.43,2013
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD LOS ALTOS,81,25,60.387,2013
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD MORELIA,1849,360,56.901,2013
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD ZAMORA,82,32,61.659,2013
MORELOS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,193,63,62.344,2013
MORELOS,UNIVERSIDAD LATINOAMERICANA,96,15,56.521,2013
NAYARIT,UNIVERSIDAD AUTONOMA DE NAYARIT,310,89,60.187,2013
NUEVO LEON,INSTITUTO TECNOLOGICO Y ESTUDIOS SUPERIORES DE MONTERREY,185,98,68.37,2013
NUEVO LEON,UNIVERSIDAD AUTONOMA DE NUEVO LEON,959,391,63.68,2013
NUEVO LEON,UNIVERSIDAD DE MONTERREY,180,69,64.052,2013
NUEVO LEON,UNIVERSIDAD MONTEMORELOS,69,20,61.279,2013
OAXACA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,726,153,57.31,2013
OAXACA,UNIVERSIDAD REGIONAL DEL SURESTE,254,31,55.636,2013
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1263,288,58.137,2013
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA UNIDAD TEHUACAN,82,16,58.369,2013
PUEBLA,INSTITUTO DE ESTUDIOS SUPERIORES DE TEPEACA,19,2,53.93,2013
PUEBLA,UNIVERSIDAD LAS AMERICAS PUEBLA,14,9,70.159,2013
PUEBLA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,636,160,60.761,2013
QUERETARO,UNIVERSIDAD AUTONOMA DE QUERETARO,92,49,68.478,2013
QUERETARO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD QUERETARO,136,45,61.714,2013
SAN LUIS POTOSI,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,172,92,67.041,2013
SINALOA,UNIVERSIDAD AUTONOMA DE SINALOA,581,205,61.05,2013
SONORA,UNIVERSIDAD DE SONORA,104,39,65.173,2013
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,479,54,54.404,2013
TAMAULIPAS,INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS,23,1,53.295,2013
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD TAMPICO,179,62,60.427,2013
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD MATAMOROS,204,34,56.483,2013
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,249,56,57.652,2013
TAMAULIPAS,UNIVERSIDAD MEXICO AMERICANA DEL NORTE,37,5,54.078,2013
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD CIUDAD VICTORIA,116,30,57.157,2013
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD REYNOSA,56,10,56.869,2013
TLAXCALA,UNIVERSIDAD AUTONOMA DE TLAXCALA,293,58,56.664,2013
VERACRUZ,UNIVERSIDAD AUTONOMA DE VERACRUZ VILLA RICA,163,46,59.599,2013
VERACRUZ,UNIVERSIDAD CRISTOBAL COLON UNIDAD VERACRUZ,58,10,56.012,2013
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD CIUDAD MENDOZA,191,30,57.085,2013
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD MINATITLAN,92,36,61.838,2013
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD JALAPA,211,68,60.931,2013
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD POZA RICA,88,18,59.116,2013
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD VERACRUZ,219,69,60.255,2013
YUCATAN,UNIVERSIDAD AUTONOMA DE YUCATAN,208,84,65.041,2013
YUCATAN,UNIVERSIDAD DEL MAYAB,98,25,61.544,2013
ZACATECAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,388,98,60.156,2013
NONE,ESTUDIOS EN EL EXTRANJERO,53,13,60.574,2013
NONE,OTRA,3,3,66.148,2013
AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,131,58,40.96,2008
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD MEXICALI,160,83,42.66,2008
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD TIJUANA,121,71,42.25,2008
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD ENSENADA,78,21,37,2008
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD TIJUANA,55,14,35.92,2008
CAMPECHE,UNIVERSIDAD AUTONOMA DE CAMPECHE,93,32,40.34,2008
CHIAPAS,UNIVIVERSIDAD AUTONOMA DE CHIAPAS,435,112,37.8,2008
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS,203,21,34.1,2008
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,157,95,42.88,2008
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,242,67,37.31,2008
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD TORREON,137,75,41.21,2008
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD SALTILLO,76,35,39.96,2008
COLIMA,UNIVERSIDAD AUTONOMA DE COLIMA,123,43,38.74,2008
CIUDAD DE MEXICO,UNAM FM CU,1420,663,41.04,2008
CIUDAD DE MEXICO,UNAM FES ZARAGOZA,397,130,38.25,2008
CIUDAD DE MEXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,271,61,37.16,2008
CIUDAD DE MEXICO,UNIVERSIDAD LA SALLE,196,122,44.78,2008
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA SUPERIOR DE MEDICINA,780,210,37.76,2008
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL CENTRO INTERDISCIPLINARIO DE CIENCIAS DE LA SALUD,234,35,34.04,2008
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,263,29,34.14,2008
CIUDAD DE MEXICO,ESCUELA LIBRE DE HOMEOPATIA DE MEXICO,5,0,36.45,2008
CIUDAD DE MEXICO,UNIVERSIDAD PANAMERICANA,43,33,46.96,2008
CIUDAD DE MEXICO,UNIVERSIDAD JUSTO SIERRA,160,35,35.97,2008
CIUDAD DE MEXICO,UNIVERSIDAD WEST HILL INSTITUTE,109,27,38.11,2008
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD DURANGO,295,67,36.38,2008
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD GOMEZ PALACIO,181,47,37.32,2008
GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,154,88,42.94,2008
GUANAJUATO,UNIVERSIDAD QUETZALCOATL,89,14,36.62,2008
GUANAJUATO,UNIVERSIDAD LATINA DE MEXICO UNIDAD CELAYA,,2,35.55,2008
GUERRERO,UNIVERSIDAD AUTONOMA DE GUERRERO,577,69,33.54,2008
HIDALGO,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,505,130,37.34,2008
JALISCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA,810,213,38.86,2008
JALISCO,UNIVERSIDAD DE GUADALAJARA,1128,406,39.5,2008
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD CIUDAD GUZMAN,136,38,39.01,2008
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD LOS ALTOS,43,11,37.89,2008
ESTADO DE MEXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,217,74,40.39,2008
ESTADO DE MEXICO,UNIVERSIDAD ANAHUAC,238,120,42.7,2008
ESTADO DE MEXICO,UNAM FES IZTACALA,1047,287,37.57,2008
ESTADO DE MEXICO,ESCUELA MEDICINA TOMINAGA NAKAMOTO,42,4,36.02,2008
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,1740,276,35.49,2008
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD ZAMORA,55,10,37.45,2008
MORELOS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,174,59,38.48,2008
NAYARIT,UNIVERSIDAD AUTONOMA DE NAYARIT,281,75,36.6,2008
NAYARIT,INSTITUTO DE ESTUDIOS TECNOLOGICOS Y SUPERIORES DE MATATIPAC,6,1,33.04,2008
NUEVO LEON,INSTITUTO TECNOLOGICO Y ESTUDIOS SUPERIORES DE MONTERREY,68,50,45.47,2008
NUEVO LEON,UNIVERSIDAD AUTONOMA DE NUEVO LEON,690,344,40.73,2008
NUEVO LEON,UNIVERSIDAD DE MONTERREY,133,66,41.09,2008
NUEVO LEON,UNIVERSIDAD MONTEMORELOS,34,8,37.87,2008
OAXACA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,966,214,36.58,2008
OAXACA,UNIVERSIDAD REGIONAL DEL SURESTE,111,23,36.13,2008
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1003,245,36.17,2008
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA UNIDAD TEHUACAN,17,5,38.82,2008
PUEBLA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,397,83,37.05,2008
PUEBLA,INSTITUTO DE ESTUDIOS SUPERIORES DE TEPEACA,5,0,33.93,2008
QUERETARO,UNIVERSIDAD AUTONOMA DE QUERETARO,75,47,43.79,2008
QUERETARO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD QUERETARO,122,26,37.51,2008
SAN LUIS POTOSI,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,135,89,43.81,2008
SINALOA,UNIVERSIDAD AUTONOMA DE SINALOA,954,224,35.97,2008
SONORA,UNIVERSIDAD DE SONORA,96,36,40.84,2008
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,315,41,35.25,2008
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,256,59,34.87,2008
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD TAMPICO,202,72,38.55,2008
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD MATAMOROS,130,23,34.61,2008
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD REYNOSA,22,5,34.53,2008
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD CIUDAD VICTORIA,86,21,35.27,2008
TAMAULIPAS,UNIVERSIDAD MEXICO AMERICANA DEL NORTE,26,5,33.79,2008
TLAXCALA,UNIVERSIDAD AUTONOMA DE TLAXCALA,317,43,35.13,2008
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD JALAPA,277,75,37.47,2008
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD POZA RICA,101,25,36.6,2008
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD MINATITLAN,102,29,38.49,2008
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD VERACRUZ,244,66,36.75,2008
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD CIUDAD MENDOZA,205,34,35.73,2008
VERACRUZ,UNIVERSIDAD AUTONOMA DE VERACRUZ VILLA RICA,157,38,37.56,2008
YUCATAN,UNIVERSIDAD AUTONOMA DE YUCATAN,166,83,41.34,2008
YUCATAN,UNIVERSIDAD DEL MAYAB,68,22,40.35,2008
ZACATECAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,299,78,38.53,2008
AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,183,81,47.48,2007
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD MEXICALI,161,56,47.55,2007
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD TIJUANA,184,76,48.22,2007
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD ENSENADA,83,20,41.79,2007
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD TIJUANA,66,13,41.9,2007
CAMPECHE,UNIVERSIDAD AUTONOMA DE CAMPECHE,97,37,46.2,2007
CHIAPAS,UNIVIVERSIDAD AUTONOMA DE CHIAPAS,438,83,43.74,2007
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS,227,21,39.34,2007
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,155,64,48.78,2007
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,285,84,43.21,2007
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD TORREON,159,64,45.99,2007
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD SALTILLO,132,48,46.72,2007
COLIMA,UNIVERSIDAD AUTONOMA DE COLIMA,160,58,46.02,2007
CIUDAD DE MEXICO,UNAM FM CU,1843,820,48,2007
CIUDAD DE MEXICO,UNAM FES ZARAGOZA,479,139,43.82,2007
CIUDAD DE MEXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,331,81,43.79,2007
CIUDAD DE MEXICO,UNIVERSIDAD LA SALLE,270,162,53.56,2007
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA SUPERIOR DE MEDICINA,966,239,43.49,2007
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL CENTRO INTERDISCIPLINARIO DE CIENCIAS DE LA SALUD,253,31,39.29,2007
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,286,30,39.75,2007
CIUDAD DE MEXICO,ESCUELA LIBRE DE HOMEOPATIA DE MEXICO,3,0,48.85,2007
CIUDAD DE MEXICO,UNIVERSIDAD PANAMERICANA,64,43,56.49,2007
CIUDAD DE MEXICO,UNIVERSIDAD JUSTO SIERRA,162,28,42.98,2007
CIUDAD DE MEXICO,UNIVERSIDAD WEST HILL INSTITUTE,106,34,46.67,2007
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD DURANGO,372,96,41.94,2007
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD GOMEZ PALACIO,199,47,41.98,2007
GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,162,85,50.4,2007
GUANAJUATO,UNIVERSIDAD QUETZALCOATL,95,18,43.63,2007
GUERRERO,UNIVERSIDAD AUTONOMA DE GUERRERO,702,77,38.82,2007
HIDALGO,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,630,151,43.02,2007
JALISCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA,920,250,45.29,2007
JALISCO,UNIVERSIDAD DE GUADALAJARA,1199,409,46.3,2007
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD CIUDAD GUZMAN,154,58,46.38,2007
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD LOS ALTOS,16,2,39.98,2007
ESTADO DE MEXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,254,71,46.35,2007
ESTADO DE MEXICO,UNIVERSIDAD ANAHUAC,286,125,49.74,2007
ESTADO DE MEXICO,UNAM FES IZTACALA,1345,313,43.73,2007
ESTADO DE MEXICO,ESCUELA MEDICINA TOMINAGA NAKAMOTO,41,5,42.09,2007
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,1914,344,41.29,2007
