ENTIDAD FEDERATIVA,FACULTAD O ESCUELA DE MEDICINA,SUSTENTANTES,SELECCIONADOS,PROMEDIO GENERAL,AGNO
CHIAPAS,UNIVIVERSIDAD AUTONOMA DE CHIAPAS,431,67,41.85,2004
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,100,35,49.53,2004
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,178,19,42.25,2004
CIUDAD DE MEXICO,ESCUELA LIBRE DE HOMEOPATIA DE MEXICO,1,,36.9,2004
CIUDAD DE MEXICO,ESCUELA MEDICO NAVAL SECRETARIA DE MARINA ARMADA DE MEXICO,11,4,51.1,2004
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL CENTRO INTERDISCIPLINARIO DE CIENCIAS DE LA SALUD,353,27,36.55,2004
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,345,18,37.45,2004
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA SUPERIOR DE MEDICINA,771,124,41.43,2004
CIUDAD DE MEXICO,UNIVERSIDAD AUTONOMA METROPOLITANA  UNIDAD XOCHIMILCO,272,34,41.75,2004
CIUDAD DE MEXICO,UNIVERSIDAD DEL EJERCITO Y FUERZA AEREA,120,94,48.6,2004
CIUDAD DE MEXICO,UNIVERSIDAD JUSTO SIERRA,89,6,37.3,2004
CIUDAD DE MEXICO,UNIVERSIDAD LA SALLE,195,96,52.6,2004
CIUDAD DE MEXICO,UNAM FM CU,1767,448,44.45,2004
CIUDAD DE MEXICO,UNAM FES ZARAGOZA,290,45,40.68,2004
CIUDAD DE MEXICO,UNIVERSIDAD PANAMERICANA,32,18,53.9,2004
CIUDAD DE MEXICO,UNIVERSIDAD WEST HILL INSTITUTE,6,2,40.35,2004
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD DURANGO,295,71,42.9,2004
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD GOMEZ PALACIO,246,43,40.03,2004
GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,108,53,51.03,2004
GUANAJUATO,UNIVERSIDAD QUETZALCOATL,26,1,39.08,2004
GUERRERO,UNIVERSIDAD AUTONOMA DE GUERRERO,504,69,36.95,2004
HIDALGO,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,591,52,40.45,2004
JALISCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA,808,161,44.8,2004
JALISCO,UNIVERSIDAD DE GUADALAJARA,1211,311,44.5,2004
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD CIUDAD GUZMAN,138,34,44.13,2004
ESTADO DE MEXICO,ESCUELA MEDICINA TOMINAGA NAKAMOTO,18,,37.55,2004
ESTADO DE MEXICO,UNIVERSIDAD ANAHUAC,213,82,48.9,2004
ESTADO DE MEXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,373,122,46.35,2004
ESTADO DE MEXICO,UNAM FES IZTACALA,1255,164,40.65,2004
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,1616,172,38.53,2004
MORELOS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,180,41,45.33,2004
NAYARIT,UNIVERSIDAD AUTONOMA DE NAYARIT,341,40,39.8,2004
NUEVO LEON,INSTITUTO TECNOLOGICO Y ESTUDIOS SUPERIORES DE MONTERREY,30,21,57.85,2004
NUEVO LEON,UNIVERSIDAD AUTONOMA DE NUEVO LEON,557,222,48.35,2004
NUEVO LEON,UNIVERSIDAD MONTEMORELOS,27,7,45.15,2004
NUEVO LEON,UNIVERSIDAD DE MONTERREY,78,27,49.98,2004
OAXACA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,852,91,38.78,2004
OAXACA,UNIVERSIDAD REGIONAL DEL SURESTE,87,12,41.2,2004
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1425,263,39.55,2004
PUEBLA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,399,93,40.55,2004
QUERETARO,UNIVERSIDAD AUTONOMA DE QUERETARO,69,31,52.2,2004
QUERETARO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD QUERETARO,54,4,41.45,2004
SAN LUIS POTOSI,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,167,105,52.9,2004
SINALOA,UNIVERSIDAD AUTONOMA DE SINALOA,1002,112,38.5,2004
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,268,16,35.63,2004
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD MATAMOROS,109,19,40.15,2004
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD TAMPICO,231,67,44.4,2004
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,203,22,36.05,2004
TAMAULIPAS,UNIVERSIDAD MEXICO AMERICANA DEL NORTE,21,1,36.3,2004
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD CIUDAD VICTORIA,40,1,35.83,2004
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD REYNOSA,36,2,41.45,2004
TLAXCALA,UNIVERSIDAD AUTONOMA DE TLAXCALA,70,8,36.2,2004
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD CIUDAD MENDOZA,197,17,37.1,2004
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD JALAPA,323,47,38.7,2004
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD MINATITLAN,159,13,38.1,2004
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD POZA RICA,93,19,40.7,2004
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD VERACRUZ,311,47,40,2004
VERACRUZ,UNIVERSIDAD AUTONOMA DE VERACRUZ VILLA RICA,75,4,42.6,2004
YUCATAN,UNIVERSIDAD AUTONOMA DE YUCATAN,159,47,46,2004
YUCATAN,UNIVERSIDAD DEL MAYAB,25,3,42.95,2004
ZACATECAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,260,30,41.15,2004
NONE,MEDICOS MEXICANOS QUE ESTUDIARON EN EL EXTRANJERO,6,2,38.13,2004
NONE,MEDICOS EXTRANJEROS QUE ESTUDIARON EN MEXICO,53,8,44.27,2004
NONE,MEDICOS EXTRANJEROS QUE ESTUDIARON EN OTRO PAIS,167,37,47.23,2004
AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,265,100,67.93,2018
AGUASCALIENTES,UNIVERSIDAD CUAUHTEMOC PLANTEL AGUASCALIENTES,79,20,65.12,2018
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD ENSENADA,264,48,61.2,2018
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD TIJUANA,157,31,63.26,2018
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD VALLE DE LAS PALMAS,157,29,64.22,2018
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD ENSENADA,206,57,65.27,2018
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD MEXICALI,283,105,67.95,2018
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD TIJUANA,247,72,67.39,2018
BAJA CALIFORNIA SUR,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD MEXICALI,65,15,65.31,2018
CAMPECHE,UNIVERSIDAD AUTONOMA DE CAMPECHE,211,39,62.34,2018
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS UNIDAD TAPACHULA,72,6,54.05,2018
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS UNIDAD TUXTLA GUTIERREZ,377,27,56.53,2018
CHIAPAS,UNIVIVERSIDAD AUTONOMA DE CHIAPAS,794,154,63.22,2018
CHIAPAS,UNIVERSIDAD PABLO GUARDADO CHAVEZ,26,3,60.86,2018
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,456,99,63.03,2018
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,306,87,67.54,2018
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA UNIDAD HIDALGO DEL PARRAL,21,3,65.24,2018
CHIHUAHUA,UNIVERSIDAD DE DURANGO UNIDAD CHIHUAHUA,68,7,60.84,2018
CIUDAD DE MEXICO,ESCUELA LIBRE DE HOMEOPATIA DE MEXICO,17,2,53.62,2018
CIUDAD DE MEXICO,ESCUELA MEDICO MILITAR SEDENA,1,0,55.56,2018
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL CENTRO INTERDISCIPLINARIO DE CIENCIAS DE LA SALUD,360,45,59.25,2018
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA SUPERIOR DE MEDICINA,1621,307,62.74,2018
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,802,106,59.83,2018
CIUDAD DE MEXICO,UNAM FES ZARAGOZA,581,103,61.7,2018
CIUDAD DE MEXICO,UNAM FM CU,2277,598,65.85,2018
CIUDAD DE MEXICO,UNIVERSIDAD AUTONOMA METROPOLITANA  UNIDAD XOCHIMILCO,444,77,63.1,2018
CIUDAD DE MEXICO,UNIVERSIDAD JUSTO SIERRA,254,30,58.53,2018
CIUDAD DE MEXICO,UNIVERSIDAD LA SALLE,376,126,69.22,2018
CIUDAD DE MEXICO,UNIVERSIDAD PANAMERICANA,47,37,76.7,2018
CIUDAD DE MEXICO,UNIVERSIDAD WEST HILL INSTITUTE,204,18,60.48,2018
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD SALTILLO,123,45,69.27,2018
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD TORREON,178,66,68.43,2018
COAHUILA,UNIVERSIDAD DEL VALLE DE MEXICO  UNIDAD SALTILLO,72,7,59.07,2018
COLIMA,UNIVERSIDAD AUTONOMA DE COLIMA,255,64,63.98,2018
DURANGO,UNIVERSIDAD AUTONOMA DE DURANGO UNIDAD DURANGO,39,4,55.76,2018
DURANGO,UNIVERSIDAD AUTONOMA DE DURANGO UNIDAD GOMEZ PALACIO,51,3,58.81,2018
DURANGO,UNIVERSIDAD AUTONOMA DE DURANGO UNIDAD ZACATECAS,37,0,59.06,2018
DURANGO,UNIVERSIDAD AUTONOMA ESPA GN A DE DURANGO,20,1,57.12,2018
DURANGO,UNIVERSIDAD DE DURANGO UNIDAD JUAREZ,15,1,58.52,2018
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD DURANGO,457,89,62.34,2018
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD GOMEZ PALACIO,262,60,62.94,2018
ESTADO DE MEXICO,ESCUELA MEDICINA TOMINAGA NAKAMOTO,177,14,57.28,2018
ESTADO DE MEXICO,UNAM FES IZTACALA,1699,328,62.66,2018
ESTADO DE MEXICO,UNIVERSIDAD ANAHUAC,657,118,64.09,2018
ESTADO DE MEXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,364,89,66.51,2018
GUANAJUATO,UNIVERSIDAD DE CELAYA,55,10,63.69,2018
GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,269,82,68.59,2018
GUANAJUATO,UNIVERSIDAD LATINA DE MEXICO UNIDAD CELAYA,74,8,62.72,2018
GUANAJUATO,UNIVERSIDAD QUETZALCOATL,228,33,60.25,2018
GUERRERO,UNIVERSIDAD AUTONOMA DE GUERRERO,638,81,58.87,2018
GUERRERO,UNIVERSIDAD HIPOCRATES,57,3,52.82,2018
HIDALGO,ESCUELA DE MEDICINA INTERMEDICA,27,0,55.36,2018
HIDALGO,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,783,150,63.63,2018
JALISCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA,1875,403,63.7,2018
JALISCO,UNIVERSIDAD CUAUHTEMOC PLANTEL GUADALAJARA,51,9,62.02,2018
JALISCO,UNIVERSIDAD DE GUADALAJARA,1564,489,66.18,2018
JALISCO,UNIVERSIDAD DE GUADALAJARA CENTRO UNIVERSITARIO DE LA COSTA,114,25,63.75,2018
JALISCO,UNIVERSIDAD DE GUADALAJARA CENTRO UNIVERSITARIO DE TONALA,111,16,62.88,2018
JALISCO,UNIVERSIDAD DE GUADALAJARA CENTRO UNIVERSITARIO DEL SUR,185,55,66.96,2018
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD CIUDAD GUZMAN,58,13,63.6,2018
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD LOS ALTOS,132,31,65.22,2018
JALISCO,UNIVERSIDAD DEL VALLE DE ATEMAJAC,97,11,62.25,2018
JALISCO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD ZAPOPAN,108,18,62.25,2018
JALISCO,UNIVERSIDAD GUADALAJARA LAMAR UNIDAD INGLATERRA,306,55,61,2018
JALISCO,UNIVERSIDAD GUADALAJARA LAMAR UNIDAD VALLARTA,104,10,59.06,2018
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD MORELIA,1783,354,60.99,2018
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO UNIDAD ZAMORA,68,15,63.55,2018
MICHOACAN,UNIVERSIDAD VASCO DE QUIROGA CAMPUS SANTA MARIA,121,14,60.23,2018
MORELOS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,315,86,65.4,2018
MORELOS,UNIVERSIDAD LATINOAMERICANA,155,14,58.75,2018
NAYARIT,INST. UNIVERSIDAD DE CIENCIAS MEDICAS Y HUMANISTICAS DE NAYARIT,7,0,50.41,2018
NAYARIT,UNIVERSIDAD AUTONOMA DE NAYARIT,401,111,63.64,2018
NUEVO LEON,INSTITUTO TECNOLOGICO Y ESTUDIOS SUPERIORES DE MONTERREY,255,89,70.75,2018
NUEVO LEON,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1428,448,66.04,2018
NUEVO LEON,UNIVERSIDAD DE MONTERREY,295,77,66.56,2018
NUEVO LEON,UNIVERSIDAD MONTEMORELOS,108,21,63.61,2018
OAXACA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,786,124,60.65,2018
OAXACA,UNIVERSIDAD REGIONAL DEL SURESTE,420,53,59.72,2018
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1370,234,60.9,2018
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA UNIDAD TEHUACAN,104,25,60.97,2018
PUEBLA,INSTITUTO DE ESTUDIOS SUPERIORES DE TEPEACA,37,3,53.86,2018
PUEBLA,UNIVERSIDAD LAS AMERICAS PUEBLA,37,11,65.05,2018
PUEBLA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,860,148,62.72,2018
QUERETARO,UNIVERSIDAD ANAHUAC QUERETARO,29,6,64.74,2018
QUERETARO,UNIVERSIDAD AUTONOMA DE QUERETARO,212,62,67.98,2018
QUERETARO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD QUERETARO,182,30,63.14,2018
QUINTANA ROO,UNIVERSIDAD DE QUINTANA ROO,136,21,59.59,2018
SAN LUIS POTOSI,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,228,92,70.09,2018
SAN LUIS POTOSI,UNIVERSIDAD CUAUHTEMOC PLANTEL SAN LUIS POTOSI,49,8,67.3,2018
SAN LUIS POTOSI,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS SAN LUIS POTOSI,23,6,63.62,2018
SINALOA,UNIVERSIDAD AUTONOMA DE DURANGO UNIDAD LOS MOCHIS,90,12,60.3,2018
SINALOA,UNIVERSIDAD AUTONOMA DE SINALOA,1166,308,62.34,2018
SONORA,UNIVERSIDAD DE SONORA,298,80,66.52,2018
SONORA,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS HERMOSILLO,101,22,61.66,2018
SONORA,UNIVERSIDAD DURANGO SANTANDER,23,2,61.39,2018
TABASCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA UNIDAD TABASCO,234,41,61.46,2018
TABASCO,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS VILLAHERMOSA,56,12,61.77,2018
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,486,60,58.12,2018
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO DIVISION ACADEMICA,202,21,57.24,2018
TABASCO,UNIVERSIDAD OLMECA,125,10,55.48,2018
TAMAULIPAS,INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS,93,10,55.28,2018
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD TAMPICO,372,94,63.43,2018
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD MATAMOROS,340,42,60.16,2018
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,517,89,59.48,2018
TAMAULIPAS,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS CIUDAD REYNOSA,81,14,61.2,2018
TAMAULIPAS,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS CIUDAD VICTORIA,152,25,58.1,2018
TAMAULIPAS,UNIVERSIDAD LA SALLE CAMPUS CIUDAD VICTORIA,133,25,61.34,2018
TAMAULIPAS,UNIVERSIDAD MEXICO AMERICANA DEL NORTE,87,8,55.23,2018
TLAXCALA,UNIVERSIDAD AUTONOMA DE TLAXCALA,494,52,57.62,2018
VERACRUZ,UNIVERSIDAD CRISTOBAL COLON UNIDAD VERACRUZ,131,27,60.77,2018
VERACRUZ,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS VERACRUZ,340,33,59.1,2018
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD CIUDAD MENDOZA,329,55,59.78,2018
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD MINATITLAN,189,38,62.03,2018
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD POZA RICA,162,21,60.94,2018
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD VERACRUZ,381,69,61.83,2018
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD JALAPA,328,55,62.95,2018
YUCATAN,UNIVERSIDAD AUTONOMA DE YUCATAN,332,82,65.96,2018
YUCATAN,UNIVERSIDAD DEL MAYAB,253,51,62.73,2018
YUCATAN,UNIVERSIDAD MARISTA DE MERIDA,39,12,66.77,2018
ZACATECAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,666,143,62.47,2018
NONE,ESTUDIOS EN EL EXTRANJERO,192,26,59.51,2018
NONE,MEDICOS EXTRANJEROS,1342,213,62.36,2018
AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,109,37,46.97,2002
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD MEXICALI,190,72,48.94,2002
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD TIJUANA,139,66,49.57,2002
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD ENSENADA,24,1,38.64,2002
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD TIJUANA,29,3,40.63,2002
CAMPECHE,UNIVERSIDAD AUTONOMA DE CAMPECHE,63,20,45.25,2002
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD TORREON,178,85,48.24,2002
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD SALTILLO,106,45,46.45,2002
COLIMA,UNIVERSIDAD AUTONOMA DE COLIMA,107,28,44.5,2002
CHIAPAS,UNIVIVERSIDAD AUTONOMA DE CHIAPAS,346,34,41.89,2002
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS,80,3,36.01,2002
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,116,50,49.31,2002
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,159,26,42.66,2002
CIUDAD DE MEXICO,UNAM FM CU,1878,553,45.77,2002
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,269,23,40.44,2002
CIUDAD DE MEXICO,UNIVERSIDAD DEL EJERCITO Y FUERZA AEREA,15,8,50.38,2002
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA SUPERIOR DE MEDICINA,493,136,45.41,2002
CIUDAD DE MEXICO,UNIVERSIDAD LA SALLE,193,107,52.94,2002
CIUDAD DE MEXICO,UNIVERSIDAD AUTONOMA METROPOLITANA  UNIDAD XOCHIMILCO,241,37,42.91,2002
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL CENTRO INTERDISCIPLINARIO DE CIENCIAS DE LA SALUD,240,32,41.16,2002
CIUDAD DE MEXICO,UNAM FES ZARAGOZA,366,65,42.99,2002
CIUDAD DE MEXICO,ESCUELA MEDICO NAVAL SECRETARIA DE MARINA ARMADA DE MEXICO,3,2,51.45,2002
CIUDAD DE MEXICO,UNIVERSIDAD PANAMERICANA,26,22,56.16,2002
CIUDAD DE MEXICO,ESCUELA LIBRE DE HOMEOPATIA DE MEXICO,5,1,40.25,2002
CIUDAD DE MEXICO,UNIVERSIDAD JUSTO SIERRA,15,,39.98,2002
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD DURANGO,318,52,41.35,2002
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD GOMEZ PALACIO,140,27,40.92,2002
GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,110,62,51.3,2002
GUERRERO,UNIVERSIDAD AUTONOMA DE GUERRERO,541,44,38.4,2002
HIDALGO,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,464,71,41.58,2002
JALISCO,UNIVERSIDAD DE GUADALAJARA,1309,385,45.01,2002
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD CIUDAD GUZMAN,88,39,47.28,2002
JALISCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA,630,145,44.42,2002
ESTADO DE MEXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,312,108,46.09,2002
ESTADO DE MEXICO,UNAM FES IZTACALA,1154,196,42.44,2002
ESTADO DE MEXICO,UNIVERSIDAD ANAHUAC,205,66,48.26,2002
ESTADO DE MEXICO,ESCUELA MEDICINA TOMINAGA NAKAMOTO,9,1,42.02,2002
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,1319,217,41.14,2002
MORELOS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,145,41,46.04,2002
NAYARIT,UNIVERSIDAD AUTONOMA DE NAYARIT,352,75,41.71,2002
NUEVO LEON,UNIVERSIDAD AUTONOMA DE NUEVO LEON,422,213,49.83,2002
NUEVO LEON,UNIVERSIDAD DE MONTERREY,73,35,49.35,2002
NUEVO LEON,UNIVERSIDAD MONTEMORELOS,20,6,46.82,2002
NUEVO LEON,INSTITUTO TECNOLOGICO Y ESTUDIOS SUPERIORES DE MONTERREY,23,18,58.61,2002
OAXACA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,691,100,41.65,2002
OAXACA,UNIVERSIDAD REGIONAL DEL SURESTE,67,10,40.43,2002
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1769,232,39.26,2002
PUEBLA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,431,44,40.25,2002
QUERETARO,UNIVERSIDAD AUTONOMA DE QUERETARO,80,41,51.14,2002
QUERETARO,UNIVERSIDAD DEL VALLE DE MEXICO UNIDAD QUERETARO,21,5,45.34,2002
SAN LUIS POTOSI,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,183,134,54.09,2002
SINALOA,UNIVERSIDAD AUTONOMA DE SINALOA,763,173,41.97,2002
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,319,41,39.09,2002
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD TAMPICO,231,73,44.8,2002
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD MATAMOROS,93,17,41.93,2002
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,146,21,40.11,2002
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD REYNOSA,22,1,41.68,2002
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD CIUDAD VICTORIA,38,5,39.02,2002
TAMAULIPAS,UNIVERSIDAD MEXICO AMERICANA DEL NORTE,24,1,37.51,2002
TLAXCALA,UNIVERSIDAD AUTONOMA DE TLAXCALA,31,6,42.5,2002
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD VERACRUZ,451,68,40.06,2002
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD POZA RICA,121,15,40.51,2002
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD JALAPA,303,44,39.63,2002
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD CIUDAD MENDOZA,154,18,41.02,2002
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD MINATITLAN,142,33,41.03,2002
YUCATAN,UNIVERSIDAD AUTONOMA DE YUCATAN,217,84,45.64,2002
ZACATECAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,271,44,42.69,2002
NONE,MEXICANOS EN ESCUELAS EXTRANJERAS,7,3,44.56,2002
NONE,EXTRANJEROS,307,90,46.53,2002
AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,115,35,47.34,2001
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD MEXICALI,147,73,51.68,2001
BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA UNIDAD TIJUANA,98,33,49.78,2001
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO UNIDAD ENSENADA,24,7,44.72,2001
CAMPECHE,UNIVERSIDAD AUTONOMA DE CAMPECHE,51,9,45.86,2001
CHIAPAS,UNIVIVERSIDAD AUTONOMA DE CHIAPAS,243,30,42.92,2001
CHIAPAS,INSTITUTO DE ESTUDIOS SUPERIORES DE CHIAPAS,40,3,40.01,2001
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,94,46,51.84,2001
CHIHUAHUA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,123,26,44.62,2001
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD TORREON,139,50,48.79,2001
COAHUILA,UNIVERSIDAD AUTONOMA DE COAHUILA UNIDAD SALTILLO,89,25,47.42,2001
